,outfile,unit,site,grid,tree,ht,dbh,cond,sample,sample_number,rust,slope,elevation,aspect,shading,micro,micro_obj,tree_obj_slope,tree_obj_dir,obj_ht,micro_dist,ground_cvr,comp,comp_spp,PICO,PIEN,ABLA,PIAL,comp_ht,comp_number,soil,rock.,date,adj_ht,age,adj_seasons,growth_rt,log_growth_rt,tpaa,den_change,plant_yr,log_dc,log_gr,lat,long,spring_snow,spring_rain,annual_p,annual_tmean,annual_tmax,grow_petmean,grow_aetmean,grow_dmean,grow_gdd,monthly_dmax,max_dsum
144,11_3_3_3,BT,BT3,3,3,120,0,1,0,NA,0,10,2579,135,3,1,12,1,315,17,1,30,1,"10,20,40",1,1,0,1,355,13,30.48,20,43274.25,104.76,26,23.5,4.45787234,0.649127627,-2.67,0.8463082,1991,-0.166871683,1.494671598,45.043608,-109.901253,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,111.332795,50.9789097,60.35388533,122.3756614,177.277858,554.6769834
145,11_3_3_2,BT,BT3,3,2,163,1,1,0,NA,0,10,2579,135,5,1,12,2,270,4,0,30,1,"10,40,20",1,1,0,1,185,7,30.48,30,43274.25,147.76,26,23.5,6.287659574,0.79848902,-2.67,0.8463082,1991,-0.166871683,1.838588915,45.043593,-109.901286,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.0373013,49.36142912,59.67587214,122.3756614,173.5607147,545.448201
146,11_3_3_1,BT,BT3,3,1,188,1,1,1,20,0,10,2579,135,22,1,12,2,270,22,1,20,1,"10,40",1,0,0,1,285,8,30.48,30,43274.25,172.76,26,23.5,7.351489362,0.866375333,-2.67,0.8463082,1991,-0.166871683,1.994902927,45.043586,-109.901294,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,89.52537379,45.24588431,44.27948948,122.3756614,140.3361485,420.8445182
147,11_3_4_13,BT,BT3,4,13,210,1,1,0,NA,0,5,2579,135,3,1,12,1,270,7,4,20,1,"10,30,40",1,0,1,1,255,9,30.48,40,43274.25,194.76,26,23.5,8.287659574,0.918431904,-2.67,0.8463082,1991,-0.166871683,2.11476761,45.043853,-109.901066,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,113.6801084,48.88970544,64.79040294,122.3756614,181.5616249,583.2345927
148,11_3_4_12,BT,BT3,4,12,166,1,1,0,NA,0,10,2579,135,4,0,NA,NA,NA,NA,NA,30,1,"10,40,30",1,0,1,1,205,9,30.48,40,43274.25,150.76,26,23.5,6.415319149,0.807218267,-2.67,0.8463082,1991,-0.166871683,1.858688747,45.043856,-109.901086,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,110.18457,48.26447711,61.92009294,122.3756614,175.62642,560.5477661
149,11_3_4_11,BT,BT3,4,11,86,1,1,0,NA,0,5,2579,135,43,1,12,2,90,24,2,30,1,"10,40",1,0,0,1,320,9,30.48,40,43274.25,70.76,26,23.5,3.01106383,0.478719962,-2.67,0.8463082,1991,-0.166871683,1.102293448,45.043851,-109.90111,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,66.80171539,37.91932356,28.88239184,122.3756614,101.8784562,283.968221
150,11_3_4_10,BT,BT3,4,10,234,2,1,0,NA,0,10,2579,135,33,1,12,2,270,29,1,30,1,"40,10",1,0,0,1,350,10,30.48,30,43274.25,218.76,26,23.5,9.30893617,0.968900052,-2.67,0.8463082,1991,-0.166871683,2.230974817,45.043851,-109.901111,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,76.89965438,42.03606257,34.8635918,122.3756614,118.7622487,341.4010868
151,11_3_4_9,BT,BT3,4,9,272,2,1,0,NA,0,5,2579,135,40,1,12,2,270,20,12,20,1,"10,40",1,0,0,1,375,14,30.48,40,43274.25,256.76,26,23.5,10.92595745,1.038459505,-2.67,0.8463082,1991,-0.166871683,2.391141376,45.043853,-109.901113,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,70.31759281,38.9820671,31.33552571,122.3756614,107.878838,305.9023566
152,11_3_4_8,BT,BT3,4,8,188,2,1,0,NA,0,10,2579,135,5,1,12,2,45,28,1,20,1,"10,20,40",1,1,0,1,290,13,30.48,40,43274.25,172.76,26,23.5,7.351489362,0.866375333,-2.67,0.8463082,1991,-0.166871683,1.994902927,45.043795,-109.901074,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.0369271,48.05028256,60.98664454,122.3756614,173.6783553,553.107651
153,11_3_4_7,BT,BT3,4,7,215,2,1,0,NA,0,10,2579,135,7,1,12,2,270,35,13,30,1,"40,10,20",1,1,0,1,280,11,30.48,40,43274.25,199.76,26,23.5,8.500425532,0.929440667,-2.67,0.8463082,1991,-0.166871683,2.140116225,45.043821,-109.901015,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,106.7413657,47.61292708,59.12843862,122.3756614,169.783147,538.2386555
154,11_3_4_6,BT,BT3,4,6,129,0,1,0,NA,0,10,2579,135,2,1,12,2,0,37,1,30,1,"10,40",1,0,0,1,320,11,30.48,30,43274.25,113.76,26,23.5,4.840851064,0.684921721,-2.67,0.8463082,1991,-0.166871683,1.577090545,45.043835,-109.901013,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,112.480122,49.99524392,62.48487813,122.3756614,179.4212451,567.6187729
155,11_3_4_5,BT,BT3,4,5,77,0,1,0,NA,0,10,2579,135,13,1,12,2,0,24,0,20,1,"10,40",1,0,0,1,305,11,30.48,40,43274.25,61.76,26,23.5,2.628085106,0.419639425,-2.67,0.8463082,1991,-0.166871683,0.966255484,45.043861,-109.901004,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,99.85475812,46.25184528,53.60291285,122.3756614,158.0938223,493.786829
156,11_3_4_4,BT,BT3,4,4,83,0,1,0,NA,0,10,2579,135,10,1,12,1,315,8,1,20,1,"10,20,40",1,1,0,1,295,9,30.48,40,43274.25,67.76,26,23.5,2.883404255,0.459905535,-2.67,0.8463082,1991,-0.166871683,1.058971629,45.043858,-109.90101,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,103.2980309,46.94246703,56.35556388,122.3756614,163.9390164,515.9880065
157,11_3_4_3,BT,BT3,4,3,35,0,1,0,NA,0,10,2579,135,5,0,NA,NA,NA,NA,NA,20,1,"10,20,40",1,1,0,1,380,18,30.48,40,43274.25,19.76,26,23.5,0.840851064,-0.075280922,-2.67,0.8463082,1991,-0.166871683,-0.173340729,45.043861,-109.90101,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.0368048,48.05025437,60.98655047,122.3756614,173.6782015,553.1068646
158,11_3_4_2,BT,BT3,4,2,100,0,1,0,NA,0,10,2579,135,15,1,12,1,315,40,6,30,1,"10,20,40",1,1,0,1,400,13,30.48,40,43274.25,84.76,26,23.5,3.606808511,0.557123086,-2.67,0.8463082,1991,-0.166871683,1.282823312,45.043859,-109.901011,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,97.55924975,45.77526822,51.78398154,122.3756614,154.1980502,479.0120303
159,11_3_4_1,BT,BT3,4,1,118,0,1,0,NA,0,5,2579,135,30,1,12,2,0,7,2,20,1,"10,20,40",1,1,0,1,255,10,30.48,40,43274.25,102.76,26,23.5,4.372765957,0.640756233,-2.67,0.8463082,1991,-0.166871683,1.475395751,45.043875,-109.901045,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,82.03716158,42.20741305,39.82974853,122.3756614,127.8314335,379.7962797
160,11_3_5_14,BT,BT3,5,14,182,2,1,0,NA,0,10,2579,135,6,1,12,2,90,21,0,30,1,"40,10",1,0,0,1,380,6,30.48,40,43274.25,166.76,26,23.5,7.096170213,0.851024024,-2.67,0.8463082,1991,-0.166871683,1.959555232,45.043643,-109.901293,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.8894486,47.83324914,60.05619942,122.3756614,171.7312115,545.6728915
161,11_3_5_13,BT,BT3,5,13,277,3,1,0,NA,0,15,2579,135,8,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,310,7,30.48,40,43274.25,261.76,26,23.5,11.1387234,1.04683542,-2.67,0.8463082,1991,-0.166871683,2.410427632,45.043645,-109.901353,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,102.8741217,46.85883346,56.01528829,122.3756614,163.2192531,513.2523145
162,11_3_5_12,BT,BT3,5,12,222,2,1,0,NA,0,10,2579,135,6,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,305,8,30.48,40,43274.25,206.76,26,23.5,8.798297872,0.944398661,-2.67,0.8463082,1991,-0.166871683,2.174558279,45.043686,-109.901358,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.8893698,47.83323071,60.05613904,122.3756614,171.7311124,545.6723848
163,11_3_5_11,BT,BT3,5,11,54,0,1,0,NA,0,10,2579,135,6,1,12,3,135,33,6,30,1,"10,40",1,0,0,1,310,8,30.48,40,43274.25,38.76,26,23.5,1.649361702,0.217315906,-2.67,0.8463082,1991,-0.166871683,0.500388366,45.043679,-109.901361,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.8893826,47.83323371,60.05614887,122.3756614,171.7311285,545.6724673
164,11_3_5_10,BT,BT3,5,10,97,0,1,0,NA,0,15,2579,135,29,1,12,2,45,24,0,30,1,"10,40",1,0,0,1,365,7,30.48,40,43274.25,81.76,26,23.5,3.479148936,0.54147302,-2.67,0.8463082,1991,-0.166871683,1.246787705,45.043681,-109.901376,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,79.39193577,41.52685814,37.86507763,122.3756614,123.3328426,363.0311108
165,11_3_5_9,BT,BT3,5,9,342,3,1,0,NA,0,10,2579,135,17,1,12,2,90,400,4,30,1,"10,40",1,0,0,1,355,8,30.48,40,43274.25,326.76,26,23.5,13.90468085,1.143161025,-2.67,0.8463082,1991,-0.166871683,2.632225535,45.04369,-109.901398,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,95.2640115,45.28501824,49.97899326,122.3756614,150.3018774,464.260957
166,11_3_5_8,BT,BT3,5,8,181,1,1,0,NA,0,15,2579,135,26,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,340,7,30.48,30,43274.25,165.76,26,23.5,7.053617021,0.848411876,-2.67,0.8463082,1991,-0.166871683,1.953540538,45.043686,-109.901378,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,82.74651744,43.59229951,39.15421793,122.3756614,128.7635176,378.0597917
167,11_3_5_7,BT,BT3,5,7,179,1,1,0,NA,0,15,2579,135,5,1,12,2,90,43,0,30,1,"10,40",1,0,0,1,260,7,30.48,40,43274.25,163.76,26,23.5,6.968510638,0.843139967,-2.67,0.8463082,1991,-0.166871683,1.94140152,45.043668,-109.901351,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,106.2286704,47.51399637,58.714674,122.3756614,168.9129665,534.9202058
168,11_3_5_6,BT,BT3,5,6,158,1,1,0,NA,0,15,2579,135,2,0,NA,NA,NA,NA,NA,30,1,"10,40,30",1,0,1,1,170,5,30.48,40,43274.25,142.76,26,23.5,6.074893617,0.783538677,-2.67,0.8463082,1991,-0.166871683,1.804164477,45.043648,-109.90142,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.5832979,48.15281054,61.43048737,122.3756614,174.6052544,556.6492019
169,11_3_5_5,BT,BT3,5,5,180,2,1,0,NA,0,15,2579,135,6,1,22,3,180,4,7,30,1,"10,40,30",1,0,1,1,280,8,30.48,40,43274.25,164.76,26,23.5,7.01106383,0.845783921,-2.67,0.8463082,1991,-0.166871683,1.947489448,45.043648,-109.901424,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,105.1105102,47.29724646,57.81326378,122.3756614,167.0152762,527.6920518
170,11_3_5_4,BT,BT3,5,4,144,1,1,0,NA,0,15,2579,135,1,1,12,1,315,10,0,20,1,"10,40,20",1,1,0,1,170,6,30.48,40,43274.25,128.76,26,23.5,5.479148936,0.738713106,-2.67,0.8463082,1991,-0.166871683,1.700949785,45.043643,-109.90143,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,110.7015044,48.35952587,62.34197854,122.3756614,176.504115,563.9003833
171,11_3_5_2,BT,BT3,5,2,113,0,1,0,NA,0,15,2579,135,3,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,160,2,30.48,40,43274.25,97.76,26,23.5,4.16,0.619093331,-2.67,0.8463082,1991,-0.166871683,1.425515074,45.043666,-109.901461,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,108.4650672,47.94244085,60.52262633,122.3756614,172.7079484,549.4018994
172,11_3_5_1,BT,BT3,5,1,216,2,1,1,21,0,15,2579,135,12,0,NA,NA,NA,NA,NA,20,1,10,1,0,0,0,405,6,30.48,40,43274.25,200.76,26,23.5,8.542978723,0.931609325,-2.67,0.8463082,1991,-0.166871683,2.145109744,45.043668,-109.901466,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,98.40129465,45.9519693,52.44932536,122.3756614,155.6270475,484.4292368
173,11_3_6_14,BT,BT3,6,14,201,1,1,0,NA,0,10,2579,135,69,1,22,1,270,85,9,20,1,"10,30,40",1,0,1,1,290,16,30.48,40,43274.25,185.76,26,23.5,7.904680851,0.89788434,-2.67,0.8463082,1991,-0.166871683,2.067455097,45.04337,-109.901651,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,35.58072784,25.67338236,9.90734548,122.3756614,47.53068408,116.6757963
174,11_3_6_13,BT,BT3,6,13,162,1,1,0,NA,0,10,2579,135,13,1,22,2,90,55,1,10,1,"10,40,30",1,0,1,1,235,15,30.48,40,43274.25,146.76,26,23.5,6.245106383,0.795539841,-2.67,0.8463082,1991,-0.166871683,1.831798178,45.043376,-109.901701,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,99.85558085,46.25204939,53.60353146,122.3756614,158.0948571,493.7920556
175,11_3_6_12,BT,BT3,6,12,298,3,1,0,NA,0,10,2579,45,3,1,12,2,270,8,2,30,1,"10,30,40",1,0,1,1,290,14,30.48,40,43274.25,282.76,26,23.5,12.03234043,1.080350111,-2.67,0.8463082,1991,-0.166871683,2.487598061,45.043443,-109.901758,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,100.709615,46.42563511,54.28397989,122.3756614,159.5442993,499.2943674
176,11_3_6_11,BT,BT3,6,11,149,1,1,0,NA,0,10,2579,135,25,1,12,2,0,11,0,30,1,"10,30,40",1,0,1,1,220,13,30.48,40,43274.25,133.76,26,23.5,5.691914894,0.755258398,-2.67,0.8463082,1991,-0.166871683,1.739046728,45.043448,-109.901765,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,86.08229199,43.20267372,42.87961827,122.3756614,134.7062655,405.5136373
177,11_3_6_10,BT,BT3,6,10,25,0,1,0,NA,0,10,2579,135,5,1,12,3,135,13,0,40,1,"10,20,30,40",1,1,1,1,205,12,30.48,40,43274.25,9.76,26,23.5,0.415319149,-0.381618045,-2.67,0.8463082,1991,-0.166871683,-0.878708021,45.043453,-109.901773,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.0375606,48.05042862,60.98713197,122.3756614,173.6791521,553.1117261
178,11_3_6_9,BT,BT3,6,9,249,3,1,0,NA,0,10,2579,135,5,1,12,2,270,4,16,30,1,"10,30,20,40",1,1,1,1,285,14,30.48,40,43274.25,233.76,26,23.5,9.947234043,0.997702336,-2.67,0.8463082,1991,-0.166871683,2.297294527,45.043454,-109.901778,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,109.0375587,48.0504282,60.98713054,122.3756614,173.6791497,553.1117142
179,11_3_6_8,BT,BT3,6,8,257,3,1,0,NA,0,10,2579,135,12,1,12,3,180,5,1,30,1,"10,40,30",1,0,1,1,255,15,30.48,40,43274.25,241.76,26,23.5,10.28765957,1.012316585,-2.67,0.8463082,1991,-0.166871683,2.330945077,45.043449,-109.901801,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,101.0032209,46.48501697,54.51820391,122.3756614,160.0428239,501.1866476
180,11_3_6_7,BT,BT3,6,7,316,4,1,0,NA,0,10,2579,45,35,1,12,2,225,14,7,30,1,"10,20,40",1,1,0,1,285,16,30.48,40,43274.25,300.76,26,23.5,12.79829787,1.107152214,-2.67,0.8463082,1991,-0.166871683,2.549312183,45.043465,-109.901815,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,67.48579743,38.12979651,29.35600092,122.3756614,103.0464444,288.216141
181,11_3_6_6,BT,BT3,6,6,322,4,1,0,NA,0,10,2579,135,21,1,12,2,45,13,9,30,1,"10,40,20",1,1,0,1,295,14,30.48,40,43274.25,306.76,26,23.5,13.05361702,1.115730867,-2.67,0.8463082,1991,-0.166871683,2.569065262,45.043405,-109.901788,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,90.6734138,44.27212616,46.40128764,122.3756614,142.50664,434.8288216
182,11_3_6_5,BT,BT3,6,5,128,0,1,0,NA,0,5,2579,135,22,0,NA,NA,NA,NA,NA,30,1,"10,20,30,40",1,1,1,1,210,15,30.48,40,43274.25,112.76,26,23.5,4.798297872,0.681087205,-2.67,0.8463082,1991,-0.166871683,1.568261245,45.043391,-109.901823,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,91.41357342,44.43859565,46.97497777,122.3756614,143.7637366,439.5675807
183,11_3_6_4,BT,BT3,6,4,159,1,1,0,NA,0,10,2579,135,9,1,12,1,0,4,0,30,1,"10,30,20,40",1,1,1,1,185,13,30.48,40,43274.25,143.76,26,23.5,6.117446809,0.786570202,-2.67,0.8463082,1991,-0.166871683,1.811144821,45.043408,-109.901811,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,104.4465853,47.16787799,57.27870726,122.3756614,165.8882306,523.4033523
184,11_3_6_3,BT,BT3,6,3,346,4,1,0,NA,0,5,2579,135,8,0,NA,NA,NA,NA,NA,30,1,"10,20,30,40",1,1,1,1,310,13,30.48,40,43274.25,330.76,26,23.5,14.07489362,1.148445121,-2.67,0.8463082,1991,-0.166871683,2.644392616,45.043393,-109.901881,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.8211343,47.82019776,60.00093653,122.3756614,171.6150911,545.2303839
185,11_3_6_2,BT,BT3,6,2,138,1,1,0,NA,0,10,2579,135,8,0,NA,NA,NA,NA,NA,20,1,"10,40,20,30",1,1,1,1,320,13,30.48,40,43274.25,122.76,26,23.5,5.223829787,0.717989017,-2.67,0.8463082,1991,-0.166871683,1.653230809,45.043364,-109.901834,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,105.5944289,47.39124154,58.20318731,122.3756614,167.8363517,530.8189029
186,11_3_6_1,BT,BT3,6,1,90,0,1,0,NA,0,5,2579,135,14,1,12,1,315,11,7,20,1,"40,10,30",1,0,1,1,430,15,30.48,40,43274.25,74.76,26,23.5,3.181276596,0.50260143,-2.67,0.8463082,1991,-0.166871683,1.157282562,45.043364,-109.901836,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,100.7893698,46.44179248,54.34757734,122.3756614,159.679659,499.8083397
187,11_3_7_4,BT,BT3,7,4,182,1,1,0,NA,0,0,2579,999,1,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,185,7,30.48,40,43274.25,166.76,26,23.5,7.096170213,0.851024024,-2.67,0.8463082,1991,-0.166871683,1.959555232,45.043133,-109.902316,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,117.8727999,49.60527505,68.26752486,122.3756614,188.6771809,610.4935638
188,11_3_7_3,BT,BT3,7,3,229,2,1,0,NA,0,5,2579,135,1,1,22,1,270,35,14,20,1,"10,40",1,0,0,1,95,6,30.48,40,43274.25,213.76,26,23.5,9.096170213,0.958858579,-2.67,0.8463082,1991,-0.166871683,2.207853469,45.043123,-109.902365,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,116.0254375,49.29518025,66.73025727,122.3756614,185.5420143,598.476698
189,11_3_7_2,BT,BT3,7,2,139,1,1,0,NA,0,5,2579,135,2,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,170,5,30.48,40,43274.25,123.76,26,23.5,5.266382979,0.721512438,-2.67,0.8463082,1991,-0.166871683,1.661343785,45.043139,-109.902445,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,114.8534328,49.09378257,65.75965026,122.3756614,183.5527546,590.8579203
190,11_3_7_1,BT,BT3,7,1,41,0,0,1,22,0,10,2579,135,3,0,NA,NA,NA,NA,NA,40,1,"10,40",1,0,0,1,105,4,30.48,40,43274.25,25.76,26,23.5,1.096170213,0.039877997,-2.67,0.8463082,1991,-0.166871683,0.09182248,45.043198,-109.902376,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,111.3335705,48.47437741,62.85919306,122.3756614,177.5770618,568.0008244
191,11_3_8_10,BT,BT3,8,10,190,2,1,0,NA,0,10,2579,90,15,1,12,1,270,18,12,20,1,"10,40,30,20",1,1,1,1,245,9,30.48,40,43274.25,174.76,26,23.5,7.436595745,0.871374174,-2.67,0.8463082,1991,-0.166871683,2.006413183,45.043015,-109.902631,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,90.97800287,44.34076362,46.63723925,122.3756614,143.0237113,436.7785171
192,11_3_8_9,BT,BT3,8,9,138,1,1,0,NA,0,10,2579,90,3,1,12,2,0,3,3,10,1,"10,40",1,0,0,1,235,9,30.48,40,43274.25,122.76,26,23.5,5.223829787,0.717989017,-2.67,0.8463082,1991,-0.166871683,1.653230809,45.043013,-109.902635,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,103.8219599,47.04557774,56.77638218,122.3756614,164.8277085,519.3699349
193,11_3_8_8,BT,BT3,8,8,224,2,1,0,NA,0,5,2579,90,2,1,12,2,180,33,1,20,1,"10,40",1,0,0,1,235,7,30.48,40,43274.25,208.76,26,23.5,8.883404255,0.948579426,-2.67,0.8463082,1991,-0.166871683,2.184184846,45.043016,-109.90264,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,111.0444711,48.42202062,62.62245053,122.3756614,177.0859998,566.1251449
194,11_3_8_7,BT,BT3,8,7,90,0,1,0,NA,0,10,2579,90,2,1,12,3,90,70,18,20,1,"10,40",1,0,0,1,285,7,30.48,40,43274.25,74.76,26,23.5,3.181276596,0.50260143,-2.67,0.8463082,1991,-0.166871683,1.157282562,45.043015,-109.902636,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,104.8922857,47.25483013,57.63745553,122.3756614,166.6444025,526.2821568
195,11_3_8_6,BT,BT3,8,6,184,1,1,0,NA,0,10,2579,90,0,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,180,8,30.48,30,43274.25,168.76,26,23.5,7.181276596,0.856201654,-2.67,0.8463082,1991,-0.166871683,1.971477166,45.043033,-109.902633,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.0329102,48.98296484,58.04994536,122.3756614,170.1512017,532.560703
196,11_3_8_5,BT,BT3,8,5,154,1,1,0,NA,0,10,2579,90,0,1,12,2,180,7,4,20,1,"10,40",1,0,0,1,190,7,30.48,30,43274.25,138.76,26,23.5,5.904680851,0.771196429,-2.67,0.8463082,1991,-0.166871683,1.775745401,45.043036,-109.90263,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.0329045,48.98296349,58.04994097,122.3756614,170.1511944,532.5606666
197,11_3_8_4,BT,BT3,8,4,228,2,1,0,NA,0,5,2579,90,13,0,NA,NA,NA,NA,NA,20,1,"10,40,20",1,1,0,1,195,8,30.48,30,43274.25,212.76,26,23.5,9.053617021,0.956822119,-2.67,0.8463082,1991,-0.166871683,2.203164349,45.043033,-109.902621,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,98.58026727,47.26958439,51.31068288,122.3756614,155.7642218,478.4437931
198,11_3_8_3,BT,BT3,8,3,189,1,1,0,NA,0,10,2579,90,0,1,12,1,270,9,4,20,1,"10,40,20",1,1,0,1,160,5,30.48,30,43274.25,173.76,26,23.5,7.394042553,0.868881946,-2.67,0.8463082,1991,-0.166871683,2.000674616,45.04303,-109.90261,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,107.0329159,48.98296618,58.04994974,122.3756614,170.151209,532.5607395
199,11_3_8_2,BT,BT3,8,2,262,3,1,0,NA,0,10,2579,90,8,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,390,8,30.48,30,43274.25,246.76,26,23.5,10.50042553,1.021206899,-2.67,0.8463082,1991,-0.166871683,2.351415783,45.042999,-109.902658,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,98.47033708,47.24611617,51.22422091,122.3756614,155.5770785,477.7421059
200,11_3_8_1,BT,BT3,8,1,272,2,1,0,NA,0,5,2579,135,11,1,12,1,315,59,11,20,1,"10,30,40",1,0,1,1,350,9,30.48,30,43274.25,256.76,26,23.5,10.92595745,1.038459505,-2.67,0.8463082,1991,-0.166871683,2.391141376,45.043028,-109.902591,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,104.3058612,48.44801737,55.85784387,122.3756614,165.511123,515.0636196
201,11_3_9_8,BT,BT3,9,8,125,0,0,0,NA,0,10,2579,135,29,1,12,1,315,45,2,40,1,10,1,0,0,0,345,9,30.48,40,43274.25,109.76,26,23.5,4.670638298,0.669376236,-2.67,0.8463082,1991,-0.166871683,1.541295743,45.043306,-109.902018,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,81.491433,42.06933004,39.42210295,122.3756614,126.9032076,376.3338736
202,11_3_9_7,BT,BT3,9,7,238,2,1,0,NA,0,10,2579,180,35,1,12,1,0,48,1,30,1,"10,40",1,0,0,1,315,10,30.48,40,43274.25,222.76,26,23.5,9.479148936,0.976769347,-2.67,0.8463082,1991,-0.166871683,2.249094538,45.043305,-109.90202,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,79.63861441,41.59138835,38.04722607,122.3756614,123.7522211,364.592599
203,11_3_9_6,BT,BT3,9,6,155,1,1,0,NA,0,10,2579,180,19,1,12,1,0,6,10,40,1,"10,40",1,0,0,1,490,11,30.48,40,43274.25,139.76,26,23.5,5.947234043,0.77431503,-2.67,0.8463082,1991,-0.166871683,1.782926245,45.043301,-109.902018,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,99.24197211,46.12671728,53.11525482,122.3756614,157.0534976,489.84052
204,11_3_9_5,BT,BT3,9,5,218,2,1,0,NA,0,10,2579,180,21,1,22,2,270,29,1,40,1,"10,40",1,0,0,1,380,13,30.48,40,43274.25,202.76,26,23.5,8.628085106,0.93591442,-2.67,0.8463082,1991,-0.166871683,2.155022592,45.043298,-109.90202,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,96.79155776,45.61254848,51.17900928,122.3756614,152.8946141,474.0756295
205,11_3_9_4,BT,BT3,9,4,126,0,1,0,NA,0,15,2579,180,24,1,12,1,0,4,1,30,1,"10,40",1,0,0,1,370,13,30.48,30,43274.25,110.76,26,23.5,4.713191489,0.673315085,-2.67,0.8463082,1991,-0.166871683,1.550365277,45.043318,-109.901965,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,93.75589221,46.21955262,47.53633959,122.3756614,147.5485287,447.7038714
206,11_3_9_3,BT,BT3,9,3,210,2,1,0,NA,0,10,2579,180,25,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,435,11,30.48,40,43274.25,194.76,26,23.5,8.287659574,0.918431904,-2.67,0.8463082,1991,-0.166871683,2.11476761,45.043299,-109.90205,71.02160494,22.44753086,82.13271605,1.342101114,16.62096774,91.8907179,44.54543019,47.34528771,122.3756614,144.5740058,442.6238094
