,outfile,unit,site,grid,tree,ht,dbh,cond,sample,sample_number,rust,slope,elevation,aspect,shading,micro,micro_obj,tree_obj_slope,tree_obj_dir,obj_ht,micro_dist,ground_cvr,comp,comp_spp,PICO,PIEN,ABLA,PIAL,comp_ht,comp_number,soil,rock.,date,adj_ht,age,adj_seasons,growth_rt,log_growth_rt,tpaa,den_change,plant_yr,log_dc,log_gr,lat,long,spring_snow,spring_rain,annual_p,annual_tmean,annual_tmax,grow_petmean,grow_aetmean,grow_dmean,grow_gdd,monthly_dmax,max_dsum
1,11_1_2_3,BT,BT1,2,3,107,0,0,0,NA,0,10,2552,180,15,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,175,18,27.09,30,43270.25,91.76,24,21.5,4.267906977,0.630214945,-13.39,0.257273,1993,-1.357617501,1.451123538,45.02804,-109.922935,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,102.9450428,46.30779353,56.63724931,133.268,164.8057222,512.2572852
2,11_1_2_1,BT,BT1,2,1,138,1,1,1,11,0,10,2552,180,38,0,NA,NA,NA,NA,NA,20,1,"10,40,30",1,0,1,1,250,21,27.09,30,43270.25,122.76,24,21.5,5.709767442,0.75661842,-13.39,0.257273,1993,-1.357617501,1.742178295,45.028054,-109.922951,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,75.08930822,40.07090486,35.01840336,133.268,117.2411306,330.7237799
3,11_1_2_2,BT,BT1,2,2,126,0,1,0,NA,0,10,2552,180,17,1,12,3,180,28,10,20,1,"10,30,40",1,0,1,1,210,20,27.09,30,43270.25,110.76,24,21.5,5.151627907,0.711944487,-13.39,0.257273,1993,-1.357617501,1.639312763,45.028023,-109.922955,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,100.5228344,45.84937044,54.67346397,133.268,160.6748293,495.9182904
4,11_1_4_10,BT,BT1,4,10,145,1,1,0,NA,0,5,2552,135,8,1,12,2,0,3,0,20,1,"10,40,30",1,0,1,1,200,17,27.09,30,43270.25,129.76,24,21.5,6.035348837,0.780702377,-13.39,0.257273,1993,-1.357617501,1.797633655,45.02821,-109.922005,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,106.5815574,46.97676799,59.60478939,133.268,171.0042682,536.8490593
5,11_1_4_9,BT,BT1,4,9,179,1,1,0,NA,0,5,2552,135,3,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,195,15,27.09,30,43270.25,163.76,24,21.5,7.616744186,0.88176937,-13.39,0.257273,1993,-1.357617501,2.030349006,45.028173,-109.92196,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,112.3741028,47.98352888,64.39057388,133.268,180.8707841,576.1613896
6,11_1_4_8,BT,BT1,4,8,173,1,1,0,NA,0,5,2552,135,2,0,NA,NA,NA,NA,NA,30,1,"10,40,30",1,0,1,1,155,20,27.09,30,43270.25,157.76,24,21.5,7.337674419,0.865558438,-13.39,0.257273,1993,-1.357617501,1.993021956,45.028168,-109.921946,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,113.5326082,48.17656875,65.3560394,133.268,182.843252,584.0453288
7,11_1_4_7,BT,BT1,4,7,161,1,1,0,NA,0,5,2552,135,13,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,210,18,27.09,40,43270.25,145.76,24,21.5,6.779534884,0.8311999,-13.39,0.257273,1993,-1.357617501,1.913908498,45.02815,-109.921968,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,100.7891824,44.67913328,56.11004915,133.268,161.207708,501.9598662
8,11_1_4_6,BT,BT1,4,6,208,2,1,0,NA,0,5,2552,135,5,1,12,2,225,3,0,20,1,"10,30,40",1,0,1,1,195,22,27.09,30,43270.25,192.76,24,21.5,8.965581395,0.952578458,-13.39,0.257273,1993,-1.357617501,2.193392957,45.02819,-109.922026,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,110.0570797,47.58824373,62.46883598,133.268,176.9250536,560.4161756
9,11_1_4_5,BT,BT1,4,5,106,0,1,0,NA,0,5,2552,135,18,0,NA,NA,NA,NA,NA,20,1,"10,40,30",1,0,1,1,200,17,27.09,40,43270.25,90.76,24,21.5,4.221395349,0.625456027,-13.39,0.257273,1993,-1.357617501,1.440165725,45.028195,-109.922035,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,94.99662929,43.5299561,51.46667319,133.268,151.3501635,463.1053984
10,11_1_4_4,BT,BT1,4,4,86,0,1,0,NA,0,5,2552,90,18,1,12,1,270,7,1,30,1,"10,30,40",1,0,1,1,205,16,27.09,40,43270.25,70.76,24,21.5,3.291162791,0.517349364,-13.39,0.257273,1993,-1.357617501,1.191240934,45.0282,-109.922033,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,91.84652544,42.87462483,48.97190061,133.268,145.9872844,442.9172994
11,11_1_4_3,BT,BT1,4,3,79,0,1,0,NA,0,5,2552,135,11,1,12,2,0,5,1,20,1,"10,40,30",1,0,1,1,180,19,27.09,40,43270.25,63.76,24,21.5,2.965581395,0.472109848,-13.39,0.257273,1993,-1.357617501,1.087073099,45.028205,-109.922031,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,103.1060804,45.11145586,57.99462456,133.268,165.15064,517.6838929
12,11_1_4_2,BT,BT1,4,2,98,0,1,0,NA,0,5,2552,135,3,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,190,19,27.09,40,43270.25,82.76,24,21.5,3.849302326,0.585382022,-13.39,0.257273,1993,-1.357617501,1.347891918,45.028203,-109.922023,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,112.3740465,46.74191922,65.63212724,133.268,180.9156215,580.8505477
13,11_1_4_1,BT,BT1,4,1,121,0,1,0,NA,0,5,2552,135,5,0,NA,NA,NA,NA,NA,10,1,"10,40,30",1,0,1,1,185,21,27.09,40,43270.25,105.76,24,21.5,4.919069767,0.691882982,-13.39,0.257273,1993,-1.357617501,1.593119441,45.028159,-109.922009,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,110.0571367,46.35113422,63.70600247,133.268,176.9753682,565.0212208
14,11_1_7_1,BT,BT1,7,1,141,1,1,1,12,0,5,2552,135,7,1,12,1,0,25,1,30,1,"10,30,40",1,0,1,1,200,16,27.09,20,43271.25,125.76,24,21.5,5.849302326,0.767104069,-13.39,0.257273,1993,-1.357617501,1.766322394,45.028624,-109.923766,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,107.7393076,48.29130257,59.44800506,133.268,172.8700391,540.3960691
15,11_1_8_1,BT,BT1,8,1,119,0,1,0,NA,0,5,2552,135,2,1,12,3,180,9,2,20,1,"10,30",1,0,1,0,140,9,27.09,20,43271.25,103.76,24,21.5,4.826046512,0.683591503,-13.39,0.257273,1993,-1.357617501,1.574027605,45.02874,-109.923628,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,113.5315236,49.28939206,64.24213151,133.268,182.7574476,579.5375516
16,11_1_9_8,BT,BT1,9,8,147,1,1,0,NA,0,10,2552,135,34,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,210,16,27.09,30,43271.25,131.76,24,21.5,6.128372093,0.787345126,-13.39,0.257273,1993,-1.357617501,1.812929151,45.02858,-109.922891,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,74.8815144,40.01499059,34.8665238,133.268,116.8856815,329.4272865
17,11_1_9_7,BT,BT1,9,7,209,2,1,0,NA,0,5,2552,135,41,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,210,17,27.09,30,43271.25,193.76,24,21.5,9.012093023,0.954825666,-13.39,0.257273,1993,-1.357617501,2.198567345,45.028613,-109.922918,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,68.3507561,38.15020745,30.20054865,133.268,105.6871861,291.2708857
18,11_1_9_6,BT,BT1,9,6,109,0,1,0,NA,0,10,2552,135,21,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,205,14,27.09,30,43271.25,93.76,24,21.5,4.360930233,0.639579139,-13.39,0.257273,1993,-1.357617501,1.472685391,45.02858,-109.922938,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,89.63090359,43.61155841,46.01934518,133.268,142.0892588,422.9666748
19,11_1_9_5,BT,BT1,9,5,94,0,1,0,NA,0,5,2552,135,15,1,12,1,0,22,10,20,1,"10,40,30",1,0,1,1,180,22,27.09,20,43271.25,78.76,24,21.5,3.663255814,0.563867248,-13.39,0.257273,1993,-1.357617501,1.298352319,45.028576,-109.922958,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,98.47148914,46.52374759,51.94774155,133.268,157.0228267,478.1571687
20,11_1_9_4,BT,BT1,9,4,160,1,1,0,NA,0,10,2552,135,15,1,22,1,180,6,1,20,1,"10,30,40",1,0,1,1,205,21,27.09,30,43271.25,144.76,24,21.5,6.733023256,0.828210115,-13.39,0.257273,1993,-1.357617501,1.907024264,45.028558,-109.923038,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,96.43835016,45.04377459,51.39457557,133.268,153.7101918,468.4575855
21,11_1_9_3,BT,BT1,9,3,121,0,1,0,NA,0,10,2552,135,4,1,12,1,0,28,0,20,1,"10,30,40",1,0,1,1,160,20,27.09,20,43271.25,105.76,24,21.5,4.919069767,0.691882982,-13.39,0.257273,1993,-1.357617501,1.593119441,45.028558,-109.923038,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,108.9186072,48.50201286,60.41659439,133.268,174.8840636,548.3506891
22,11_1_9_2,BT,BT1,9,2,77,0,1,0,NA,0,10,2552,135,4,0,NA,NA,NA,NA,NA,10,1,"10,30,40",1,0,1,1,170,19,27.09,20,43271.25,61.76,24,21.5,2.87255814,0.458268827,-13.39,0.257273,1993,-1.357617501,1.055202971,45.028563,-109.923031,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,108.918598,48.50201076,60.4165872,133.268,174.8840519,548.350629
23,11_1_9_1,BT,BT1,9,1,196,1,1,1,13,0,10,2552,135,17,1,12,1,0,5,0,10,1,"10,30,40",1,0,1,1,210,25,27.09,30,43271.25,180.76,24,21.5,8.40744186,0.924663873,-13.39,0.257273,1993,-1.357617501,2.129117249,45.028565,-109.923015,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,94.16920127,44.57719083,49.59201045,133.268,149.8385351,453.2579762
24,11_1_10_3,BT,BT1,10,3,87,0,1,0,NA,0,5,2552,135,28,0,NA,NA,NA,NA,NA,30,1,"10,40,30",1,0,1,1,190,25,27.09,30,43271.25,71.76,24,21.5,3.337674419,0.52344397,-13.39,0.257273,1993,-1.357617501,1.205274283,45.028545,-109.92222,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,83.41118693,42.18650227,41.22468465,133.268,131.4677824,382.8993258
25,11_1_10_2,BT,BT1,10,2,95,0,1,0,NA,0,5,2552,135,13,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,235,24,27.09,20,43271.25,79.76,24,21.5,3.709767442,0.569346685,-13.39,0.257273,1993,-1.357617501,1.310969191,45.028458,-109.922308,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,100.788664,46.97978137,53.80888261,133.268,160.9863214,493.6697777
26,11_1_10_1,BT,BT1,10,1,72,0,1,0,NA,0,5,2552,135,41,1,12,1,0,14,0,20,1,"10,30,40",1,0,1,1,240,26,27.09,30,43271.25,56.76,24,21.5,2.64,0.421603927,-13.39,0.257273,1993,-1.357617501,0.970778917,45.028483,-109.9223,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,68.3509045,38.15025932,30.20064518,133.268,105.6873726,291.2717003
27,11_1_11_5,BT,BT1,11,5,160,1,1,0,NA,0,5,2552,135,12,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,205,22,27.09,20,43271.25,144.76,24,21.5,6.733023256,0.828210115,-13.39,0.257273,1993,-1.357617501,1.907024264,45.028696,-109.922303,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,101.9467491,47.20360192,54.74314722,133.268,162.9681936,501.4355179
28,11_1_11_4,BT,BT1,11,4,145,1,1,0,NA,0,5,2552,135,30,0,NA,NA,NA,NA,NA,30,1,"10,30,40",1,0,1,1,200,24,27.09,30,43271.25,129.76,24,21.5,6.035348837,0.780702377,-13.39,0.257273,1993,-1.357617501,1.797633655,45.028601,-109.922161,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,81.09413367,41.62074787,39.47338579,133.268,127.5104142,368.3229983
29,11_1_11_3,BT,BT1,11,3,205,2,1,0,NA,0,5,2552,135,17,1,12,1,0,4,0,30,1,"10,30,40",1,0,1,1,190,20,27.09,30,43271.25,189.76,24,21.5,8.826046512,0.945766212,-13.39,0.257273,1993,-1.357617501,2.177707181,45.028605,-109.922238,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,96.15446635,44.98628476,51.16818159,133.268,153.2259555,466.5541848
30,11_1_11_2,BT,BT1,11,2,91,0,1,0,NA,0,5,2552,135,49,1,12,3,135,23,3,20,1,"10,30,40",1,0,1,1,160,26,27.09,30,43271.25,75.76,24,21.5,3.52372093,0.547001506,-13.39,0.257273,1993,-1.357617501,1.259517514,45.028563,-109.92217,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,59.08290631,35.21408924,23.86881707,133.268,89.71436108,239.8898788
31,11_1_11_1,BT,BT1,11,1,103,0,1,1,14,0,5,2552,135,14,0,NA,NA,NA,NA,NA,30,1,"10,30,40",1,0,1,1,180,26,27.09,30,43271.25,87.76,24,21.5,4.081860465,0.610858155,-13.39,0.257273,1993,-1.357617501,1.406552881,45.028586,-109.922141,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,99.6299606,45.67682431,53.9531363,133.268,159.1529742,489.9044166
32,11_1_12_2,BT,BT1,12,2,134,0,1,0,NA,0,5,2552,135,34,0,NA,NA,NA,NA,NA,20,1,"10,30",1,0,1,0,200,14,27.09,30,43271.25,118.76,24,21.5,5.52372093,0.742231729,-13.39,0.257273,1993,-1.357617501,1.709051715,45.028683,-109.922829,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,76.46007846,40.43609052,36.02398793,133.268,119.5875773,339.2833212
33,11_1_12_1,BT,BT1,12,1,66,0,1,0,NA,0,5,2552,135,22,1,12,2,270,5,1,20,1,"10,30,40",1,0,1,1,205,15,27.09,30,43271.25,50.76,24,21.5,2.360930233,0.373083154,-13.39,0.257273,1993,-1.357617501,0.859055708,45.028695,-109.92284,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,90.36189279,43.76999293,46.59189987,133.268,143.3381222,427.8355413
34,11_1_15_2,BT,BT1,15,2,201,1,1,0,NA,0,5,2552,180,19,0,NA,NA,NA,NA,NA,20,1,"10,30",1,0,1,0,200,20,27.09,20,43271.25,185.76,24,21.5,8.64,0.936513742,-13.39,0.257273,1993,-1.357617501,2.156402583,45.028831,-109.922773,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,96.94880663,46.21753343,50.7312732,133.268,154.4174702,467.9886036
35,11_1_15_1,BT,BT1,15,1,233,2,1,1,15,0,5,2552,135,55,0,NA,NA,NA,NA,NA,20,1,"30,10",1,0,1,0,265,22,27.09,20,43271.25,217.76,24,21.5,10.12837209,1.005539648,-13.39,0.257273,1993,-1.357617501,2.315340603,45.028796,-109.922759,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,52.13177329,33.56121057,18.57056272,133.268,76.87357529,199.2897114
36,11_1_16_8,BT,BT1,16,8,159,1,1,0,NA,0,10,2552,135,18,1,12,1,45,6,0,20,1,"10,30,40",1,0,1,1,140,15,27.09,50,43271.25,143.76,24,21.5,6.686511628,0.825199604,-13.39,0.257273,1993,-1.357617501,1.900092307,45.028744,-109.922158,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,93.03434866,41.69213941,51.34220925,133.268,148.0599715,457.8046679
37,11_1_16_7,BT,BT1,16,7,137,1,1,0,NA,0,5,2552,135,32,0,NA,NA,NA,NA,NA,30,1,"10,30,40",1,0,1,1,150,16,27.09,50,43271.25,121.76,24,21.5,5.663255814,0.75306618,-13.39,0.257273,1993,-1.357617501,1.733998959,45.028708,-109.922165,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,78.77701764,38.44721023,40.32980741,133.268,123.8273738,366.4452361
38,11_1_16_6,BT,BT1,16,6,61,0,1,0,NA,0,5,2552,135,27,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,190,15,27.09,40,43271.25,45.76,24,21.5,2.128372093,0.328047556,-13.39,0.257273,1993,-1.357617501,0.755357412,45.028705,-109.922135,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,84.56944965,41.25752873,43.31192091,133.268,133.5968968,396.5592232
39,11_1_16_5,BT,BT1,16,5,167,1,1,0,NA,0,5,2552,135,13,1,12,2,180,5,1,20,1,"10,30,40",1,0,1,1,150,13,27.09,50,43271.25,151.76,24,21.5,7.058604651,0.848718858,-13.39,0.257273,1993,-1.357617501,1.95424739,45.028728,-109.922246,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,100.7882095,43.23365474,57.55455475,133.268,161.2408397,507.981139
40,11_1_16_4,BT,BT1,16,4,141,1,1,0,NA,0,5,2552,135,5,1,12,1,315,5,0,20,1,"10,40,30",1,0,1,1,100,8,27.09,50,43271.25,125.76,24,21.5,5.849302326,0.767104069,-13.39,0.257273,1993,-1.357617501,1.766322394,45.028715,-109.922235,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,110.0561147,44.9090085,65.14710622,133.268,176.9941915,569.8857388
41,11_1_16_3,BT,BT1,16,3,164,1,1,0,NA,0,0,2552,999,26,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,200,13,27.09,30,43271.25,148.76,24,21.5,6.919069767,0.84004771,-13.39,0.257273,1993,-1.357617501,1.934281334,45.028711,-109.922253,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,87.09244373,43.0449178,44.04752592,133.268,137.7507759,406.3021825
42,11_1_16_2,BT,BT1,16,2,95,0,1,0,NA,0,5,2552,135,64,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,190,16,27.09,30,43271.25,79.76,24,21.5,3.709767442,0.569346685,-13.39,0.257273,1993,-1.357617501,1.310969191,45.028696,-109.922311,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,41.70548829,28.49462635,13.21086194,133.268,59.16843333,148.0456512
43,11_1_16_1,BT,BT1,16,1,99,0,1,0,NA,0,0,2552,999,30,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,185,14,27.09,30,43271.25,83.76,24,21.5,3.895813953,0.590598209,-13.39,0.257273,1993,-1.357617501,1.359902631,45.028691,-109.922191,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,82.38477098,41.93746454,40.44730644,133.268,129.7151075,376.4380155
44,11_1_16_9,BT,BT1,16,9,197,1,1,0,NA,0,15,2552,135,4,0,NA,NA,NA,NA,NA,20,1,"10,30,40",1,0,1,1,95,10,27.09,50,43271.25,181.76,24,21.5,8.453953488,0.927059854,-13.39,0.257273,1993,-1.357617501,2.1346342,45.028744,-109.922211,59.74555555,23.86777778,74.25333333,1.83875326,17.13709677,106.1133538,44.21656728,61.89678652,133.268,170.2928908,542.8506577
45,11_2_1_11,BT,BT2,1,11,201,2,1,0,NA,0,5,2613,90,4,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,160,9,32.17,20,43272.25,185.76,24,21.5,8.64,0.936513742,-18.68,0.5462307,1993,-0.604713865,2.156402583,45.032154,-109.925425,75.32,19.92,85.73666667,0.904084843,16.11290323,109.4094749,51.31939605,58.09007883,113.8734286,175.4463113,523.3026201
46,11_2_1_10,BT,BT2,1,10,111,0,0,0,NA,0,5,2613,90,3,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,100,8,32.17,20,43272.25,95.76,24,21.5,4.453953488,0.648745677,-18.68,0.5462307,1993,-0.604713865,1.493792126,45.032148,-109.925491,75.32,19.92,85.73666667,0.904084843,16.11290323,110.5491683,51.54155462,59.00761367,113.8734286,177.4790717,530.6379683
47,11_2_1_9,BT,BT2,1,9,66,0,0,0,NA,0,5,2613,90,2,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,85,6,32.17,20,43272.25,50.76,24,21.5,2.360930233,0.373083154,-18.68,0.5462307,1993,-0.604713865,0.859055708,45.032118,-109.925478,75.32,19.92,85.73666667,0.904084843,16.11290323,111.6889079,51.76060635,59.92830153,113.8734286,179.509736,537.9829877
48,11_2_1_8,BT,BT2,1,8,135,0,1,0,NA,0,5,2613,90,1,0,NA,NA,NA,NA,NA,20,1,"10,20,40",1,1,0,1,115,7,32.17,20,43272.25,119.76,24,21.5,5.570232558,0.745873327,-18.68,0.5462307,1993,-0.604713865,1.717436805,45.032106,-109.92557,75.32,19.92,85.73666667,0.904084843,16.11290323,112.8286138,51.97516274,60.85345108,113.8734286,181.5383055,545.3340457
49,11_2_1_7,BT,BT2,1,7,115,0,1,0,NA,0,5,2613,90,1,0,NA,NA,NA,NA,NA,20,1,"40,20,10",1,1,0,1,100,7,32.17,20,43272.25,99.76,24,21.5,4.64,0.666517981,-18.68,0.5462307,1993,-0.604713865,1.534714366,45.0321,-109.925551,75.32,19.92,85.73666667,0.904084843,16.11290323,112.8286254,51.97516548,60.85345995,113.8734286,181.5383206,545.3341164
50,11_2_1_6,BT,BT2,1,6,133,0,1,0,NA,0,5,2613,90,1,1,12,2,180,5,0,20,1,"10,20,40",1,1,0,1,150,6,32.17,20,43272.25,117.76,24,21.5,5.477209302,0.738559337,-18.68,0.5462307,1993,-0.604713865,1.70059572,45.032096,-109.925554,75.32,19.92,85.73666667,0.904084843,16.11290323,112.8286332,51.9751673,60.85346586,113.8734286,181.5383307,545.3341635
51,11_2_1_5,BT,BT2,1,5,180,1,1,0,NA,0,5,2613,90,1,0,NA,NA,NA,NA,NA,20,1,"10,20,40",1,1,0,1,105,8,32.17,20,43272.25,164.76,24,21.5,7.663255814,0.884413323,-18.68,0.5462307,1993,-0.604713865,2.036436934,45.032041,-109.925383,75.32,19.92,85.73666667,0.904084843,16.11290323,112.8287395,51.9751924,60.85354716,113.8734286,181.5384691,545.3348112
52,11_2_1_4,BT,BT2,1,4,170,1,0,0,NA,0,5,2613,45,1,0,NA,NA,NA,NA,NA,20,1,"10,30,20,40",1,1,1,1,140,7,32.17,20,43272.25,154.76,24,21.5,7.198139535,0.857220261,-18.68,0.5462307,1993,-0.604713865,1.973822595,45.03216,-109.925591,75.32,19.92,85.73666667,0.904084843,16.11290323,111.2255432,51.67205413,59.55348904,113.8734286,178.6844436,534.9961093
53,11_2_1_3,BT,BT2,1,3,168,1,1,0,NA,0,5,2613,90,2,1,12,1,270,23,10,20,1,"10,40,30,20",1,1,1,1,165,7,32.17,20,43272.25,152.76,24,21.5,7.105116279,0.85157119,-18.68,0.5462307,1993,-0.604713865,1.960815127,45.032176,-109.925536,75.32,19.92,85.73666667,0.904084843,16.11290323,111.6887968,51.76057964,59.92821719,113.8734286,179.5095914,537.9823124
54,11_2_1_2,BT,BT2,1,2,130,0,1,0,NA,0,5,2613,90,30,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,200,12,32.17,20,43272.25,114.76,24,21.5,5.337674419,0.72735208,-18.68,0.5462307,1993,-0.604713865,1.674790056,45.032178,-109.925538,75.32,19.92,85.73666667,0.904084843,16.11290323,79.77770928,44.44900968,35.3286996,113.8734286,121.4090651,336.5349217
55,11_2_1_1,BT,BT2,1,1,98,0,0,1,16,0,5,2613,135,4,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,195,11,32.17,20,43272.25,82.76,24,21.5,3.849302326,0.585382022,-18.68,0.5462307,1993,-0.604713865,1.347891918,45.032133,-109.925491,75.32,19.92,85.73666667,0.904084843,16.11290323,113.1621478,52.03704486,61.12510293,113.8734286,182.1316195,547.4865152
56,11_2_2_19,BT,BT2,2,19,93,0,1,0,NA,0,30,2613,0,38,1,12,1,180,12,1,10,1,"10,30,40",1,0,1,1,105,3,32.17,20,43272.25,77.76,24,21.5,3.616744186,0.558317792,-18.68,0.5462307,1993,-0.604713865,1.285574225,45.03224,-109.92608,75.32,19.92,85.73666667,0.904084843,16.11290323,48.44475262,33.45549424,14.98925838,113.8734286,66.72988298,170.0049325
57,11_2_2_18,BT,BT2,2,18,203,2,1,0,NA,0,15,2613,45,30,0,NA,NA,NA,NA,NA,10,1,"10,30,40",1,0,1,1,465,7,32.17,20,43272.25,187.76,24,21.5,8.733023256,0.941164617,-18.68,0.5462307,1993,-0.604713865,2.167111616,45.032201,-109.926096,75.32,19.92,85.73666667,0.904084843,16.11290323,67.2374999,40.64451088,26.59298902,113.8734286,99.82474519,268.3995938
58,11_2_2_17,BT,BT2,2,17,285,3,1,0,NA,0,25,2613,135,34,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,395,8,32.17,20,43272.25,269.76,24,21.5,12.54697674,1.098539093,-18.68,0.5462307,1993,-0.604713865,2.529479739,45.032275,-109.926098,75.32,19.92,85.73666667,0.904084843,16.11290323,69.30064321,41.31314518,27.98749803,113.8734286,103.3923709,279.504471
59,11_2_2_16,BT,BT2,2,16,251,2,1,0,NA,0,5,2613,135,12,0,NA,NA,NA,NA,NA,20,1,"10,40,20",1,1,0,1,290,12,32.17,20,43272.25,235.76,24,21.5,10.9655814,1.040031663,-18.68,0.5462307,1993,-0.604713865,2.394761404,45.032259,-109.926076,75.32,19.92,85.73666667,0.904084843,16.11290323,103.7317498,50.16994694,53.56180287,113.8734286,165.28339,486.8535665
60,11_2_2_15,BT,BT2,2,15,272,3,1,0,NA,0,10,2613,180,14,0,NA,NA,NA,NA,NA,20,1,"10,40,20",1,1,0,1,280,10,32.17,20,43272.25,256.76,24,21.5,11.94232558,1.077088907,-18.68,0.5462307,1993,-0.604713865,2.480088861,45.032261,-109.92608,75.32,19.92,85.73666667,0.904084843,16.11290323,105.9788565,50.63461173,55.34424481,113.8734286,169.3133679,501.2607839
61,11_2_2_14,BT,BT2,2,14,339,3,1,0,NA,0,5,2613,135,7,0,NA,NA,NA,NA,NA,20,1,"10,40,20",1,1,0,1,305,9,32.17,20,43272.25,323.76,24,21.5,15.05860465,1.177784731,-18.68,0.5462307,1993,-0.604713865,2.711949565,45.032301,-109.926038,75.32,19.92,85.73666667,0.904084843,16.11290323,109.6255221,51.36161343,58.26390866,113.8734286,175.8319579,524.6926772
62,11_2_2_13,BT,BT2,2,13,245,2,1,0,NA,0,5,2613,90,17,0,NA,NA,NA,NA,NA,30,1,"10,40",1,0,0,1,300,8,32.17,20,43272.25,229.76,24,21.5,10.68651163,1.028835963,-18.68,0.5462307,1993,-0.604713865,2.368982351,45.032306,-109.92604,75.32,19.92,85.73666667,0.904084843,16.11290323,94.593362,48.1491898,46.4441722,113.8734286,148.8790639,428.8657984
63,11_2_2_12,BT,BT2,2,12,248,2,1,0,NA,0,10,2613,135,7,0,NA,NA,NA,NA,NA,20,1,"10,40",1,0,0,1,265,14,32.17,30,43272.25,232.76,24,21.5,10.82604651,1.034469889,-18.68,0.5462307,1993,-0.604713865,2.381954945,45.03233,-109.926036,75.32,19.92,85.73666667,0.904084843,16.11290323,107.3618607,49.66265217,57.69920857,113.8734286,171.9578824,514.7713215
64,11_2_2_11,BT,BT2,2,11,190,1,1,0,NA,0,10,2613,90,30,0,NA,NA,NA,NA,NA,30,1,"10,20,40",1,1,0,1,280,9,32.17,30,43272.25,174.76,24,21.5,8.128372093,0.910003576,-18.68,0.5462307,1993,-0.604713865,2.095360669,45.032333,-109.926033,75.32,19.92,85.73666667,0.904084843,16.11290323,75.35823879,42.11975531,33.23848348,113.8734286,114.4840341,316.756902
